date,region,sales,orders,total_sessions,total_carts,total_checkouts,total_pageviews
03/08/2024,Hidalgo,7199.97,2,730,24,10,2215
06/07/2024,Sonora,7199.98,1,1091,37,14,3218
07/01/2024,Nayarit,7199.98,1,158,2,4,549
28/12/2023,Nayarit,7199.98,1,117,0,3,287
01/01/2024,Oaxaca,7199.98,1,262,5,4,637
24/05/2024,Tabasco,7199.98,4,820,28,28,2304
13/07/2024,Coahuila,7200.09,6,2343,340,207,6697
19/07/2024,Sonora,7203.61,10,1948,115,45,6127
27/01/2024,Puebla,7209.88,2,964,35,24,2591
24/08/2024,Campeche,7209.98,2,440,9,7,1250
09/08/2023,Nuevo León,7218.82,11,3902,130,63,10463
07/01/2024,Baja California,7219.98,2,1009,28,17,2377
20/08/2024,Hidalgo,7224.69,5,630,25,18,1896
30/09/2024,Sonora,7229.92,3,1551,58,11,4452
26/07/2024,Guerrero,7231.69,8,833,52,29,3025
09/12/2023,Querétaro,7233.53,5,1252,46,31,3180
15/08/2023,Querétaro,7234.91,5,1280,48,20,3354
09/08/2024,Baja California,7234.95,4,1603,46,9,3931
26/01/2024,Morelos,7239.98,2,427,13,15,1235
20/08/2024,Coahuila,7241.76,6,1534,309,281,5388
14/11/2023,Chihuahua,7243.97,9,1201,54,44,4055
27/02/2024,Michoacán,7245.87,4,916,34,32,2420
23/07/2024,Nayarit,7248.93,5,329,14,8,1162
07/04/2024,Quintana Roo,7249.74,6,1170,35,11,3400
19/09/2023,Nuevo León,7256.27,11,2817,135,66,10193
23/09/2024,Nayarit,7259.8,3,230,15,4,715
16/07/2024,Oaxaca,7259.98,2,575,15,4,1726
02/09/2024,Querétaro,7264.32,11,1834,58,31,5192
27/11/2023,Chihuahua,7267.2,11,2201,97,64,7215
20/10/2023,Hidalgo,7269.51,3,433,25,15,1687
25/08/2024,Quintana Roo,7269.84,3,1718,51,14,4931
15/06/2024,Nuevo León,7274.94,6,3951,150,58,10816
22/07/2024,Chiapas,7285.78,7,884,54,21,3009
25/01/2024,Quintana Roo,7289.98,2,719,22,18,1971
10/03/2024,Sonora,7289.98,2,1412,31,11,3574
24/12/2023,Tlaxcala,7289.98,2,96,6,7,271
17/07/2024,Chihuahua,7295.52,9,2294,107,50,7214
14/07/2024,Colima,7298.64,2,387,11,6,1086
05/12/2023,Hidalgo,7299.04,8,731,38,27,2180
13/11/2023,Nayarit,7299.6,3,211,3,7,819
02/04/2024,Aguascalientes,7299.72,6,588,23,9,1777
05/03/2024,Baja California,7299.98,2,1249,38,14,3295
09/12/2023,Oaxaca,7299.99,1,218,10,8,867
12/12/2023,Chiapas,7299.99,1,562,17,14,1550
30/08/2023,Sonora,7301.27,2,653,18,12,1777
14/03/2024,Sinaloa,7303.67,7,1148,55,21,3400
26/07/2024,Nayarit,7306.37,9,336,18,9,1155
12/11/2023,Guerrero,7309.14,4,209,8,5,603
03/03/2024,Sinaloa,7309.94,2,1249,44,16,3511
22/04/2024,Yucatán,7309.97,2,1293,40,15,3950
15/03/2024,Coahuila,7313.02,6,1076,42,33,3191
27/08/2023,Tamaulipas,7313.82,2,813,21,11,2057
15/01/2024,Tabasco,7314.91,2,710,25,24,2463
05/08/2024,Quintana Roo,7319.77,5,1935,93,30,5364
22/09/2024,Tabasco,7319.91,2,975,48,20,3105
13/12/2023,Campeche,7319.93,2,430,10,7,1220
24/11/2023,Morelos,7319.93,2,807,28,34,2495
26/12/2023,Coahuila,7319.94,2,562,23,19,1777
09/03/2024,Baja California Sur,7319.94,2,394,11,3,901
19/01/2024,Baja California,7319.97,2,986,34,27,2537
15/07/2024,Chiapas,7320.03,5,589,22,11,2043
03/05/2024,Coahuila,7322.1,5,1397,38,22,3494
11/08/2024,Morelos,7329.78,4,971,27,11,3111
08/03/2024,Hidalgo,7329.86,2,573,13,6,1457
24/04/2024,Zacatecas,7329.91,2,323,10,7,796
01/05/2024,Sonora,7329.94,2,1551,42,22,4234
14/09/2024,Morelos,7329.94,4,682,18,11,1968
23/09/2024,San Luis Potosí,7329.95,3,621,19,8,1964
08/05/2024,Oaxaca,7329.97,2,258,16,4,781
22/02/2024,Aguascalientes,7337.18,1,209,8,11,757
08/01/2024,Sonora,7339.91,2,968,25,15,2856
21/04/2024,Zacatecas,7339.97,2,330,12,4,906
10/05/2024,Zacatecas,7339.97,2,286,9,5,605
15/02/2024,Colima,7339.98,2,123,4,6,335
20/02/2024,Nuevo León,7344.19,7,3243,123,97,9754
03/03/2024,Chiapas,7344.9,2,412,14,11,1218
02/04/2024,Guerrero,7346.66,6,858,29,25,2624
08/07/2024,San Luis Potosí,7347.36,9,682,30,13,2359
02/01/2024,Nuevo León,7348.51,6,2684,116,88,7834
14/08/2024,Quintana Roo,7349.87,6,1747,64,23,5570
01/04/2024,San Luis Potosí,7349.89,2,700,16,6,1970
24/02/2024,Oaxaca,7349.95,2,178,6,6,599
21/05/2024,Colima,7349.98,2,366,12,4,978
12/09/2023,Tamaulipas,7350.6,4,713,15,7,1945
30/11/2023,Morelos,7350.92,2,626,22,13,1855
01/02/2024,Chihuahua,7359.84,2,991,49,26,3430
30/04/2024,Morelos,7359.87,2,1094,32,11,2687
28/02/2024,Yucatán,7359.87,2,1270,41,35,3582
22/07/2024,San Luis Potosí,7359.95,8,1080,64,28,3875
01/02/2024,Michoacán,7359.98,2,835,42,36,2877
19/08/2023,Nuevo León,7370.16,7,4217,134,43,10536
21/12/2023,Zacatecas,7373.91,2,379,16,12,962
18/04/2024,Baja California Sur,7374.75,2,378,17,13,1522
26/05/2024,Tlaxcala,7374.84,2,212,11,5,548
12/08/2024,Morelos,7374.99,4,963,41,19,2995
28/08/2024,Morelos,7379.91,3,939,31,14,2691
04/01/2024,Oaxaca,7379.97,2,194,9,4,684
31/05/2024,Puebla,7381.36,7,1107,96,73,3450
24/11/2023,Quintana Roo,7384.3,8,1494,75,59,5154
02/11/2023,Veracruz,7384.92,9,1666,55,31,5497
25/06/2024,Coahuila,7389.63,10,1118,133,108,3774
18/02/2024,Zacatecas,7389.93,2,246,18,15,901
08/03/2024,Quintana Roo,7389.97,2,1160,41,17,3261
05/09/2024,Aguascalientes,7394.84,3,843,30,3,2129
15/09/2023,Guanajuato,7398.82,2,426,20,8,1115
18/09/2024,Morelos,7399.61,9,822,33,9,2229
07/01/2024,Quintana Roo,7399.85,2,888,46,29,2497
20/08/2024,Chiapas,7399.9,6,637,21,10,1744
11/05/2024,Quintana Roo,7399.96,2,1048,45,16,3171
16/03/2024,Aguascalientes,7399.97,2,376,10,13,944
04/01/2024,Sonora,7399.97,2,733,23,26,2291
08/03/2024,Campeche,7399.98,2,306,12,7,927
07/06/2024,Querétaro,7399.99,2,971,39,14,3036
05/08/2023,Tamaulipas,7405.38,6,806,23,16,2116
13/09/2024,Sonora,7409.89,2,1176,48,16,3451
08/05/2024,Campeche,7409.9,2,339,11,9,906
04/06/2024,Colima,7409.94,2,150,6,3,469
14/07/2024,Chihuahua,7410.07,9,2222,67,36,5978
11/09/2024,Tabasco,7410.91,3,977,16,17,3049
20/01/2024,Aguascalientes,7418.94,1,279,4,5,649
26/09/2024,Sonora,7419.56,4,1354,61,10,4105
08/11/2023,Nayarit,7423.69,3,209,9,4,672
10/03/2024,Baja California Sur,7424.54,3,421,13,5,1029
03/08/2024,Michoacán,7429.93,4,1547,58,19,4373
03/01/2024,Baja California,7431.83,2,888,31,25,2237
04/04/2024,Aguascalientes,7434.85,6,561,17,10,1642
17/12/2023,Guerrero,7436.43,2,451,9,8,1035
16/03/2024,Guerrero,7439.98,2,520,16,7,1634
04/06/2024,Guanajuato,7448.23,6,1247,54,24,3695
25/07/2024,Sonora,7448.82,11,1107,61,32,3811
17/08/2024,Sinaloa,7449.89,3,1166,37,19,3414
20/01/2024,Tlaxcala,7449.9,2,147,8,4,448
01/01/2024,Durango,7449.91,2,233,8,8,577
31/05/2024,Tabasco,7449.98,2,573,28,13,1963
12/02/2024,Sonora,7454.75,2,956,34,30,3051
05/02/2024,Sonora,7458.81,3,921,40,29,3169
20/03/2024,Querétaro,7459.88,2,1151,62,32,4050
06/01/2024,Durango,7459.91,2,182,4,3,616
08/03/2024,Guerrero,7459.95,2,596,12,4,1472
29/08/2024,Sinaloa,7461.48,2,1107,30,11,3075
30/07/2024,Tamaulipas,7464.36,10,1224,59,31,3951
29/08/2023,Oaxaca,7469.49,8,92,2,0,273
15/08/2024,Chiapas,7469.83,3,615,28,12,2009
04/02/2024,Querétaro,7469.96,3,939,34,33,2848
11/12/2023,Puebla,7472.34,11,1517,53,37,4262
08/01/2024,Zacatecas,7474.09,4,240,6,5,484
15/07/2024,Colima,7477.9,3,347,20,10,975
20/09/2024,Querétaro,7478.92,8,1784,65,17,4752
13/04/2024,Guerrero,7479.43,2,511,9,6,1816
29/08/2024,Quintana Roo,7479.46,3,1606,57,23,4521
04/04/2024,Coahuila,7479.9,3,1450,44,14,4089
21/02/2024,Quintana Roo,7479.92,3,756,20,28,2316
06/01/2024,Tlaxcala,7479.95,2,158,3,4,384
23/03/2024,Sinaloa,7482.05,5,1737,67,29,5235
16/08/2024,Puebla,7484.6,6,1674,53,19,4619
10/05/2024,Coahuila,7485.99,2,857,31,15,2022
23/06/2024,Sinaloa,7487.6,9,994,45,32,3376
05/08/2024,Tamaulipas,7489.69,5,1445,41,14,3871
04/08/2024,Sinaloa,7489.78,4,1567,49,11,4141
12/01/2024,Morelos,7489.96,4,498,18,16,1640
12/06/2024,Aguascalientes,7489.96,2,356,15,4,937
29/07/2024,Sinaloa,7491.52,14,2153,112,44,6600
28/08/2023,Veracruz,7494.35,7,912,37,13,2616
28/08/2024,Colima,7498.5,1,260,13,0,793
02/06/2024,Hidalgo,7499.96,2,338,7,7,957
14/09/2024,Zacatecas,7499.97,2,262,7,2,649
23/08/2024,Veracruz,7499.97,3,2202,73,41,6800
21/04/2024,Morelos,7499.98,2,861,24,12,2367
29/06/2024,Sinaloa,7499.98,2,1201,42,16,3103
05/07/2024,Campeche,7499.98,2,348,18,5,1125
23/11/2023,Colima,7499.99,1,178,9,8,648
10/11/2023,Tlaxcala,7499.99,1,143,10,6,438
07/12/2023,Tlaxcala,7499.99,1,231,8,7,725
08/06/2024,Oaxaca,7505.97,2,209,10,4,585
16/05/2024,Coahuila,7507.41,8,2732,107,56,7222
23/05/2024,Coahuila,7508.99,10,2015,60,33,4748
14/07/2024,San Luis Potosí,7509.17,9,916,30,17,2996
04/01/2024,Hidalgo,7519.92,2,445,23,27,1571
17/12/2023,Tabasco,7520.28,4,751,26,21,1905
18/07/2024,Aguascalientes,7539.28,4,722,36,14,2061
30/05/2024,Hidalgo,7539.87,2,309,11,9,1112
31/12/2023,Puebla,7539.89,2,977,40,41,2338
16/03/2024,Tabasco,7539.92,4,776,43,26,2752
09/01/2024,Morelos,7539.96,2,604,16,11,1684
27/02/2024,Tabasco,7539.97,2,794,22,16,2403
20/04/2024,Chiapas,7539.98,2,396,9,2,1105
14/12/2023,Oaxaca,7540,2,284,11,15,749
14/03/2024,Tlaxcala,7540,2,178,9,7,585
25/03/2024,Colima,7540,2,234,7,5,742
04/06/2024,Michoacán,7540,2,725,28,21,2198
09/06/2024,Sinaloa,7540.29,5,1127,49,16,3430
28/06/2024,Querétaro,7544.79,4,1430,69,18,5155
22/08/2024,Morelos,7544.9,5,943,23,13,2729
23/03/2024,Morelos,7549.96,3,944,28,14,2606
04/03/2024,Chihuahua,7549.97,2,1116,30,13,2950
17/12/2023,Baja California,7549.98,2,1570,36,28,3917
24/10/2023,Chihuahua,7549.99,2,1473,59,37,4310
14/05/2024,Nayarit,7559.92,2,177,8,7,526
27/08/2023,Querétaro,7565.69,13,1016,43,25,3171
12/12/2023,Guerrero,7572.93,13,459,26,23,1352
22/08/2024,Oaxaca,7574.72,4,347,16,3,1129
28/11/2023,Quintana Roo,7582.61,7,1440,65,30,4514
30/03/2024,Guerrero,7582.66,5,468,12,10,1441
08/01/2024,Aguascalientes,7584.85,3,270,11,12,778
11/05/2024,Jalisco,7589.56,9,4666,134,48,11404
12/12/2023,San Luis Potosí,7589.98,2,643,31,19,1848
09/04/2024,Veracruz,7599.75,9,2535,64,47,7218
01/07/2024,Zacatecas,7599.79,2,426,18,5,1419
09/02/2024,Guerrero,7599.87,2,403,18,17,1142
05/06/2024,Campeche,7599.98,2,236,5,7,650
08/10/2023,Zacatecas,7599.98,2,311,16,2,798
17/06/2024,Puebla,7602.54,7,1597,65,34,4727
04/09/2023,Michoacán,7609.3,6,568,26,11,1508
22/02/2024,Sonora,7610.44,2,696,38,33,2307
07/02/2024,Veracruz,7611.88,11,1706,63,47,5522
22/07/2024,Quintana Roo,7614.31,11,2256,108,56,6945
05/09/2023,Tamaulipas,7617.47,4,700,24,10,1871
15/07/2024,Puebla,7620.23,7,1752,87,41,5558
16/04/2024,Hidalgo,7620.86,2,639,20,11,2016
18/12/2023,Campeche,7624.8,2,405,18,9,933
08/04/2024,Tlaxcala,7624.95,2,231,11,8,718
05/05/2024,Sinaloa,7629.22,2,1845,61,12,4723
15/08/2024,Coahuila,7629.81,4,1578,323,289,5619
24/03/2024,Durango,7629.98,2,474,16,6,1366
08/11/2023,Veracruz,7633.62,9,1932,76,46,6086
07/08/2024,Oaxaca,7639.77,5,383,20,10,1196
19/11/2023,Durango,7639.89,3,449,17,17,1348
13/12/2023,Sinaloa,7639.9,2,2180,77,58,5092
03/06/2024,Guerrero,7639.95,2,355,15,8,1104
31/08/2024,Aguascalientes,7644.73,7,629,30,14,1955
16/09/2023,Jalisco,7647.66,10,2211,80,56,6243
23/04/2024,Hidalgo,7649.84,3,549,14,11,1435
23/03/2024,Tamaulipas,7649.93,3,1211,30,16,3233
28/06/2024,Durango,7649.95,3,301,11,3,878
03/05/2024,Tlaxcala,7650.83,3,209,11,5,765
12/02/2024,Jalisco,7655,16,4069,177,152,12637
30/01/2024,Quintana Roo,7658.36,3,675,24,21,1971
29/11/2023,Yucatán,7659.85,11,1387,60,40,4570
06/08/2024,Baja California,7659.88,4,1765,67,21,4285
26/01/2024,Quintana Roo,7659.91,3,661,26,27,1983
12/12/2023,Veracruz,7664.85,8,2318,80,41,6509
22/08/2024,Chiapas,7664.87,3,626,25,8,1951
30/03/2024,Nuevo León,7665.4,12,3243,119,54,9721
18/01/2024,Puebla,7669.85,4,1447,50,38,3731
30/03/2024,Tamaulipas,7669.92,4,808,20,7,2062
16/04/2024,Chiapas,7674.93,2,570,27,13,1931
11/02/2024,San Luis Potosí,7674.98,2,393,13,17,1280
22/01/2024,Aguascalientes,7674.98,2,286,12,7,786
21/12/2023,Tamaulipas,7674.98,2,1332,45,29,3657
20/02/2024,San Luis Potosí,7674.98,2,314,17,16,1099
29/09/2024,San Luis Potosí,7679.95,3,762,32,11,2315
08/07/2024,Baja California,7681.69,6,1615,58,19,4366
16/11/2023,Sonora,7684.56,8,1452,65,36,4852
27/03/2024,Yucatán,7689.82,3,1160,44,23,3594
11/06/2024,Quintana Roo,7689.89,2,1212,36,15,3211
20/12/2023,Hidalgo,7689.92,3,629,32,29,2059
21/06/2024,Hidalgo,7689.98,3,517,19,14,1724
05/03/2024,Veracruz,7699.62,7,1942,76,38,5738
29/01/2024,Veracruz,7699.74,3,1553,47,51,4836
29/02/2024,Oaxaca,7699.79,2,255,7,6,642
15/03/2024,Oaxaca,7699.98,2,282,9,4,943
09/01/2024,Durango,7699.98,2,214,2,1,635
23/12/2023,Querétaro,7699.98,2,1311,44,30,2887
21/01/2024,Hidalgo,7699.98,2,386,17,12,1069
25/01/2024,Nuevo León,7704.7,11,2990,119,72,8482
06/02/2024,Coahuila,7704.95,3,805,33,26,2715
08/07/2024,Quintana Roo,7706.86,6,1449,58,25,4073
16/04/2024,Durango,7709.89,2,293,4,7,776
10/11/2023,Chiapas,7711.92,3,397,26,18,1765
23/11/2023,Chihuahua,7712.3,8,1357,57,34,4421
17/07/2024,Oaxaca,7713.96,6,468,22,19,1566
02/09/2024,Puebla,7714.77,4,2060,45,20,5270
27/05/2024,Chihuahua,7719.53,8,1054,46,19,2988
02/02/2024,Sonora,7719.74,3,813,25,14,2595
23/02/2024,Nayarit,7719.86,3,167,7,6,436
04/05/2024,Guerrero,7719.97,2,722,24,11,2045
12/08/2024,Aguascalientes,7719.97,3,575,20,9,1630
13/05/2024,Hidalgo,7719.98,2,472,28,11,1297
31/10/2023,Chihuahua,7728.88,3,2800,76,41,7360
01/09/2024,Baja California,7729.78,4,1842,54,20,4670
10/07/2024,Aguascalientes,7729.8,3,550,23,8,1450
10/05/2024,Tlaxcala,7729.96,2,165,10,2,474
10/12/2023,Chiapas,7729.96,2,419,9,6,1317
05/03/2024,Quintana Roo,7729.98,2,1107,55,21,3424
17/01/2024,San Luis Potosí,7735.85,3,394,14,7,1128
23/11/2023,Veracruz,7739.8,11,2357,93,75,7924
05/07/2024,Sinaloa,7739.97,3,1204,36,26,3353
21/09/2024,Tabasco,7744.61,4,967,36,16,2923
16/06/2024,Guanajuato,7753.82,7,1491,47,32,4593
13/03/2024,Puebla,7754.09,8,1449,60,23,4091
24/07/2024,Oaxaca,7754.73,4,437,33,12,1623
20/07/2024,Hidalgo,7756.5,11,844,37,20,2675
05/11/2023,Quintana Roo,7758.04,6,869,30,28,2983
11/02/2024,Coahuila,7759.74,3,844,39,28,2652
14/02/2024,Quintana Roo,7759.84,2,625,28,28,1954
23/01/2024,San Luis Potosí,7759.87,2,278,13,5,826
23/01/2024,Querétaro,7761.04,8,769,36,28,2492
27/03/2024,Veracruz,7762.96,8,1935,51,30,6705
18/02/2024,Quintana Roo,7764.91,4,993,41,48,3685
16/01/2024,Guerrero,7767.87,3,396,11,8,1116
27/08/2024,Aguascalientes,7774.79,4,707,24,8,1734
01/05/2024,Oaxaca,7779.98,3,284,8,3,741
05/08/2023,Nuevo León,7787.23,11,3403,107,37,8946
06/12/2023,Yucatán,7789.07,9,1688,71,58,5134
20/01/2024,Tabasco,7789.82,2,613,19,14,1700
14/04/2024,Morelos,7789.92,5,795,25,18,2668
11/03/2024,Chiapas,7789.98,2,662,19,10,1491
22/12/2023,Hidalgo,7793.92,3,514,40,29,1650
15/12/2023,Chiapas,7794.53,1,504,28,19,1575
13/10/2023,Guerrero,7794.85,7,506,19,7,1294
11/05/2024,Michoacán,7799.67,2,999,33,13,2570
03/06/2024,Tamaulipas,7799.89,2,857,21,8,2371
02/09/2024,Sonora,7799.9,4,1386,37,15,3770
07/05/2024,Guanajuato,7799.92,4,2458,72,28,6107
04/06/2024,Sinaloa,7799.98,2,1019,45,19,2864
14/08/2023,Puebla,7804.26,6,1283,41,23,3236
16/09/2024,Nayarit,7804.78,3,215,7,2,878
08/12/2023,Morelos,7804.89,2,657,25,16,1803
08/12/2023,San Luis Potosí,7805.09,2,539,14,13,1491
02/02/2024,Yucatán,7806.83,4,1041,49,51,3287
18/07/2024,Tabasco,7808.33,8,1518,105,57,5212
15/01/2024,Guanajuato,7808.48,8,1283,50,38,3797
30/12/2023,Morelos,7809.18,2,505,11,17,1274
03/01/2024,Aguascalientes,7814.67,3,261,16,15,922
15/07/2024,Chihuahua,7815.6,12,2183,91,45,6201
01/08/2024,Sinaloa,7818.8,6,1960,74,25,5544
08/08/2023,Sinaloa,7819.31,10,1050,44,24,2903
26/01/2024,Oaxaca,7819.76,3,193,8,4,547
20/09/2024,Yucatán,7819.8,5,1526,57,16,4169
12/05/2024,Baja California,7819.95,3,1180,36,15,2713
15/07/2024,Querétaro,7827.56,11,1955,97,44,5890
02/03/2024,Quintana Roo,7829.88,2,977,43,16,2786
22/11/2023,Colima,7829.89,3,183,11,12,845
01/02/2024,Tabasco,7829.92,3,876,34,33,2995
21/11/2023,Puebla,7838.17,11,1798,70,63,5614
12/02/2024,Guanajuato,7839.8,2,1309,48,44,3981
09/08/2024,Querétaro,7839.92,5,1603,61,24,4916
19/06/2024,Querétaro,7839.96,2,1175,50,13,4020
10/12/2023,Puebla,7839.96,2,1545,55,36,4545
15/03/2024,San Luis Potosí,7843.29,3,495,27,12,1695
30/05/2024,Sinaloa,7844.53,3,623,31,19,2074
14/10/2023,Guerrero,7844.89,6,459,26,12,1433
09/05/2024,Aguascalientes,7845.99,3,366,10,3,1073
14/05/2024,Hidalgo,7849.88,3,441,17,9,1242
10/08/2024,Quintana Roo,7849.88,3,1795,72,20,5392
09/04/2024,Coahuila,7849.95,5,1386,48,34,3996
02/11/2023,Nuevo León,7856.66,11,3981,134,89,12281
20/07/2024,Baja California Sur,7859.72,5,461,32,14,1414
10/09/2024,Aguascalientes,7859.95,2,615,19,13,1562
12/07/2024,Sinaloa,7866.69,9,2215,84,40,5837
17/04/2024,San Luis Potosí,7878.59,4,585,23,13,1661
05/02/2024,Coahuila,7879.94,3,819,32,23,2479
06/03/2024,Nuevo León,7881.29,12,4231,166,67,13074
14/04/2024,Nuevo León,7889.68,13,4384,148,60,12973
01/08/2024,Tamaulipas,7889.87,5,1570,59,24,4609
14/01/2024,Hidalgo,7889.89,2,371,20,9,1198
15/01/2024,Campeche,7893.74,2,288,16,11,832
23/11/2023,Sinaloa,7895.16,9,1667,70,47,5699
29/05/2024,Hidalgo,7899.96,3,400,15,5,1179
11/06/2024,Sinaloa,7899.97,3,1116,50,18,3018
18/11/2023,Colima,7899.97,2,269,17,18,922
27/08/2023,Quintana Roo,7899.99,2,715,37,6,1782
07/09/2024,Morelos,7900.01,2,1681,46,11,4712
13/08/2024,Chiapas,7900.03,2,587,28,8,1872
25/05/2024,Jalisco,7902.75,9,3290,126,78,9410
27/06/2024,Nuevo León,7903.33,10,3803,152,57,11418
12/12/2023,Tamaulipas,7904.55,14,1309,44,37,3843
01/02/2024,Yucatán,7904.96,3,1204,62,59,3685
14/03/2024,Oaxaca,7909.9,3,276,14,9,865
16/12/2023,Coahuila,7914.43,6,1206,54,40,3145
24/02/2024,Chiapas,7914.97,2,297,14,13,853
03/11/2023,Jalisco,7916.25,15,4650,169,96,13943
29/07/2024,Morelos,7919.94,7,1184,52,20,3590
07/12/2023,San Luis Potosí,7919.95,2,659,32,24,1969
09/04/2024,Chihuahua,7919.97,3,1373,50,19,3958
13/02/2024,Hidalgo,7923.86,3,424,19,13,1589
02/08/2024,Yucatán,7923.94,5,1685,73,20,4927
31/05/2024,Chihuahua,7928.38,6,800,41,16,2601
04/01/2024,Durango,7929.86,3,169,6,9,544
12/08/2024,Hidalgo,7933.83,6,684,23,18,2080
30/08/2023,Yucatán,7934.25,8,605,32,18,2122
25/02/2024,Chiapas,7934.87,3,306,13,8,896
10/08/2024,Morelos,7934.91,4,916,39,19,2831
26/05/2024,Coahuila,7936.49,3,732,31,18,1980
06/08/2024,Coahuila,7939.78,3,1703,239,198,5377
04/01/2024,Michoacán,7939.94,3,692,32,23,1904
06/12/2023,Baja California Sur,7939.98,2,384,17,9,1276
10/04/2024,Baja California Sur,7939.98,2,329,12,8,1333
14/10/2023,Guanajuato,7941.85,6,1343,59,24,3791
16/11/2023,Chihuahua,7943.13,7,1303,52,42,4318
08/08/2024,Sonora,7949.44,7,1672,75,18,5114
11/02/2024,Hidalgo,7949.86,3,387,17,14,1127
20/08/2024,Campeche,7949.94,3,387,25,12,1298
20/08/2024,Oaxaca,7949.96,3,307,13,6,1044
16/06/2024,Hidalgo,7949.97,2,439,25,8,1383
05/09/2024,Quintana Roo,7950.02,3,2485,72,22,6612
13/02/2024,Tabasco,7951.85,2,713,29,23,2490
03/06/2024,San Luis Potosí,7954.79,3,355,10,4,983
15/01/2024,Nayarit,7954.85,2,183,10,9,668
12/01/2024,Hidalgo,7954.96,5,375,19,15,1343
21/09/2023,Nuevo León,7959.01,12,2792,108,55,9567
22/09/2024,Guerrero,7959.77,5,474,16,8,1363
26/04/2024,Guanajuato,7959.8,7,1620,47,22,4591
22/02/2024,Morelos,7964.9,4,404,11,14,1702
01/11/2023,Sinaloa,7967.78,6,947,30,24,2891
21/07/2024,San Luis Potosí,7968.55,10,898,47,18,2893
19/06/2024,Nuevo León,7969.09,11,4165,191,72,12454
16/09/2024,Tamaulipas,7969.83,4,1197,37,13,3080
02/04/2024,Durango,7969.94,3,436,11,7,1273
14/05/2024,Jalisco,7978.06,15,4551,172,76,12424
22/01/2024,Hidalgo,7979.74,2,387,16,10,1344
13/07/2024,Campeche,7979.88,3,678,21,15,1923
01/02/2024,Guanajuato,7979.92,5,1316,80,50,4044
16/07/2024,Guerrero,7982.77,7,1116,44,14,3399
28/01/2024,Tabasco,7983.72,5,695,19,17,2119
13/08/2024,Coahuila,7984.39,5,1579,261,163,5128
24/09/2024,Hidalgo,7984.75,5,470,15,11,1480
12/08/2024,Tabasco,7989.43,3,1195,51,21,4148
16/12/2023,Aguascalientes,7990.06,3,443,12,13,1098
26/11/2023,Querétaro,7993.74,10,2402,115,55,7881
06/12/2023,Nayarit,7999.79,2,311,6,4,822
07/08/2024,Guerrero,7999.8,5,709,25,8,2259
13/03/2024,Coahuila,7999.89,2,919,41,18,2822
16/11/2023,Baja California Sur,7999.92,3,297,19,13,1126
06/04/2024,Zacatecas,7999.96,2,320,8,3,977
12/09/2024,Chiapas,7999.96,3,622,23,4,1657
26/08/2024,Morelos,7999.97,2,1153,43,19,3624
11/08/2024,Oaxaca,7999.97,3,310,8,3,975
18/08/2023,Tlaxcala,7999.99,1,206,7,3,654
30/08/2023,Quintana Roo,7999.99,1,466,22,13,1318
19/09/2023,Aguascalientes,7999.99,1,273,13,4,884
21/09/2023,Oaxaca,7999.99,1,136,4,1,473
24/08/2023,Hidalgo,7999.99,1,280,5,2,770
27/09/2023,Puebla,7999.99,1,840,35,13,2363
22/09/2023,Oaxaca,7999.99,1,193,6,2,654
18/09/2023,Baja California,7999.99,1,698,30,12,1974
26/09/2023,Querétaro,7999.99,1,838,44,10,2437
19/09/2023,Nayarit,7999.99,1,91,8,3,278
22/04/2024,Morelos,7999.99,1,889,28,14,2627
20/08/2023,Aguascalientes,7999.99,1,471,13,18,1195
03/09/2023,Tlaxcala,7999.99,1,111,2,2,276
20/04/2024,Yucatán,7999.99,1,1010,26,7,2586
24/09/2023,Quintana Roo,7999.99,1,598,32,13,1889
11/04/2024,Nayarit,7999.99,1,181,10,2,519
10/09/2023,Morelos,7999.99,1,500,14,9,1323
20/09/2023,Tlaxcala,7999.99,1,131,12,5,525
03/09/2023,Michoacán,7999.99,1,567,28,10,1584
02/09/2023,Guerrero,7999.99,1,296,15,4,962
11/09/2023,Tlaxcala,7999.99,1,134,4,4,314
26/09/2023,Campeche,7999.99,1,161,13,7,634
06/09/2023,Tlaxcala,7999.99,1,149,4,0,338
04/09/2023,Campeche,7999.99,1,178,14,5,636
17/09/2024,Chihuahua,8000.02,2,1643,58,9,5043
28/04/2024,Hidalgo,8002.7,3,533,13,9,1677
04/05/2024,Hidalgo,8004.96,4,694,26,15,2056
07/01/2024,Chihuahua,8009.97,3,859,31,24,2481
05/01/2024,Tamaulipas,8010.97,3,663,22,22,1888
19/08/2024,Querétaro,8019.13,8,1485,70,17,4331
18/10/2023,Veracruz,8019.52,8,1661,69,30,5201
03/01/2024,Colima,8019.6,2,151,9,9,537
12/05/2024,Sinaloa,8021.25,5,1127,47,15,3301
19/08/2023,Jalisco,8024.24,11,4888,139,46,11712
14/01/2024,Guanajuato,8024.93,4,1202,49,33,3885
11/04/2024,Veracruz,8025.91,3,1959,60,18,5612
05/02/2024,Quintana Roo,8029.86,3,785,38,36,2703
21/02/2024,Morelos,8031.82,4,436,20,24,1366
31/07/2024,Tabasco,8032.51,12,1314,76,33,5023
17/01/2024,Sinaloa,8033.24,8,1132,53,38,3345
20/06/2024,Guanajuato,8037.63,10,1445,62,36,4452
23/01/2024,Tlaxcala,8039.33,1,145,5,3,617
17/09/2024,Morelos,8039.65,5,855,23,15,2366
